clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,Address_Type,Exit_Number,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road,Scraped_phone_match_rate,Yelp_phone_match_rate,place_identifier(year),Yellowbook_phone_match_rate,Webscraped_Phone_full_url,Webscraped_PlacedMatched_full_url,Yelp_URL,YellowPages_SEARCH_URL,Match_Comments,Final_Lat,Final_Long
"F Quartzsite , 85359 Pilot Travel Center # 328",928-927-7777 I-10 Exit 17 ( Business Loop ),FRS 24 XL O O,Quartzsite,85359,Pilot Travel Center # 328,928-927-7777,2006,Quartzsite,AZ,Pilot,Exit,17,I-10,,,,,True,True,164,True,https://www.truckstopsandservices.com/location_details.php?id=16787; http://www.rvandtravelers.com/location_details.php?id=16787,http://www.rvandtravelers.com/location_details.php?id=16787; https://www.truckstopsandservices.com/location_details.php?id=16787,https://www.yelp.com/biz/dairy-queen-store-quartzsite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/pilot-travel-center-quartzsite-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/taco-bell-quartzsite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-quartzsite-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+927+7777; https://www.yellowpages.com/search?search_terms=928+927+7777; https://www.yellowpages.com/search?search_terms=928+927+7777,Too close already,33.6614945178347,-114.23660312819912
"F Quartzsite , 85359 Pilot Travel Center # 328",928-927-7777 I-10 Exit 17 ( Business Loop ),24 HRS L,Quartzsite,85359,Pilot Travel Center # 328,928-927-7777,2007,Quartzsite,AZ,Pilot,Exit,17,I-10,,,,,True,True,164,True,https://www.truckstopsandservices.com/location_details.php?id=16787; http://www.rvandtravelers.com/location_details.php?id=16787,http://www.rvandtravelers.com/location_details.php?id=16787; https://www.truckstopsandservices.com/location_details.php?id=16787,https://www.yelp.com/biz/dairy-queen-store-quartzsite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/pilot-travel-center-quartzsite-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/taco-bell-quartzsite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-quartzsite-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+927+7777; https://www.yellowpages.com/search?search_terms=928+927+7777; https://www.yellowpages.com/search?search_terms=928+927+7777,Too close already,33.6614945178347,-114.23660312819912
"Quartzsite , 85359 Pilot Travel Center # 328",928-927-7777 I-10 Exit 17 ( Business Loop ),HRS 24,Quartzsite,85359,Pilot Travel Center # 328,928-927-7777,2008,Quartzsite,AZ,Pilot,Exit,17,I-10,,,,,True,True,164,True,https://www.truckstopsandservices.com/location_details.php?id=16787; http://www.rvandtravelers.com/location_details.php?id=16787,http://www.rvandtravelers.com/location_details.php?id=16787; https://www.truckstopsandservices.com/location_details.php?id=16787,https://www.yelp.com/biz/dairy-queen-store-quartzsite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/pilot-travel-center-quartzsite-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/taco-bell-quartzsite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-quartzsite-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+927+7777; https://www.yellowpages.com/search?search_terms=928+927+7777; https://www.yellowpages.com/search?search_terms=928+927+7777,Too close already,33.6614945178347,-114.23660312819912
F Quartzsite ( 85359 ) Pilot Travel Center # 328,928-927-7777 I-10 Exit 17 ( Business Loop ),24,Quartzsite,85359,Pilot Travel Center # 328,928-927-7777,2014,Quartzsite,AZ,Pilot,Exit,17,I-10,,,,,True,True,164,True,https://www.truckstopsandservices.com/location_details.php?id=16787; http://www.rvandtravelers.com/location_details.php?id=16787,http://www.rvandtravelers.com/location_details.php?id=16787; https://www.truckstopsandservices.com/location_details.php?id=16787,https://www.yelp.com/biz/dairy-queen-store-quartzsite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/pilot-travel-center-quartzsite-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/taco-bell-quartzsite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-quartzsite-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+927+7777; https://www.yellowpages.com/search?search_terms=928+927+7777; https://www.yellowpages.com/search?search_terms=928+927+7777,Too close already,33.6614945178347,-114.23660312819912
Quartzsite ( 85359 ) Pilot Travel Center # 328,928-927-7777 I-10 Exit 17 ( Business Loop ),Pilot 24 <U+2610>,Quartzsite,85359,Pilot Travel Center # 328,928-927-7777,2015,Quartzsite,AZ,Pilot,Exit,17,I-10,,,,,True,True,164,True,https://www.truckstopsandservices.com/location_details.php?id=16787; http://www.rvandtravelers.com/location_details.php?id=16787,http://www.rvandtravelers.com/location_details.php?id=16787; https://www.truckstopsandservices.com/location_details.php?id=16787,https://www.yelp.com/biz/dairy-queen-store-quartzsite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/pilot-travel-center-quartzsite-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/taco-bell-quartzsite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-quartzsite-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+927+7777; https://www.yellowpages.com/search?search_terms=928+927+7777; https://www.yellowpages.com/search?search_terms=928+927+7777,Too close already,33.6614945178347,-114.23660312819912
Quartzsite ( 85359 ) Pilot Travel Center # 328 Pilot,928-927-7777 I-10 Exit 17 ( Business Loop ),24 <U+2610> <U+25A1> 24,Quartzsite,85359,Pilot Travel Center # 328 Pilot,928-927-7777,2016,Quartzsite,AZ,Pilot,Exit,17,I-10,,,,,True,True,164,True,https://www.truckstopsandservices.com/location_details.php?id=16787; http://www.rvandtravelers.com/location_details.php?id=16787,http://www.rvandtravelers.com/location_details.php?id=16787; https://www.truckstopsandservices.com/location_details.php?id=16787,https://www.yelp.com/biz/dairy-queen-store-quartzsite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/pilot-travel-center-quartzsite-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/taco-bell-quartzsite?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/subway-quartzsite-5?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+927+7777; https://www.yellowpages.com/search?search_terms=928+927+7777; https://www.yellowpages.com/search?search_terms=928+927+7777,Too close already,33.6614945178347,-114.23660312819912
"Yuma , 85364 Shell # 10",928-342-1074 I-8 Exit 12 ( Fortuna Rd ),,Yuma,85364,Shell # 10,928-342-1074,2006,Yuma,AZ,Shell,Exit,12,I-8,,,,,True,True,165,True,https://www.truckstopsandservices.com/location_details.php?id=2905; http://www.rvandtravelers.com/location_details.php?id=2905,,https://www.yelp.com/biz/circle-k-yuma-17?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+342+1074; https://www.yellowpages.com/search?search_terms=928+342+1074; https://www.yellowpages.com/search?search_terms=928+342+1074,,32.667381000000006,-114.44347
"Yuma , 85364 Shell # 10",928-342-1074 I-8 Exit 12 ( Fortuna Rd ),<U+25A1>,Yuma,85364,Shell # 10,928-342-1074,2007,Yuma,AZ,Shell,Exit,12,I-8,,,,,True,True,165,True,https://www.truckstopsandservices.com/location_details.php?id=2905; http://www.rvandtravelers.com/location_details.php?id=2905,,https://www.yelp.com/biz/circle-k-yuma-17?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+342+1074; https://www.yellowpages.com/search?search_terms=928+342+1074; https://www.yellowpages.com/search?search_terms=928+342+1074,,32.667381000000006,-114.44347
"Yuma , 85364 Shell # 10",928-342-1074 I-8 Exit 12 ( Fortuna Rd ),24 HRS,Yuma,85364,Shell # 10,928-342-1074,2008,Yuma,AZ,Shell,Exit,12,I-8,,,,,True,True,165,True,https://www.truckstopsandservices.com/location_details.php?id=2905; http://www.rvandtravelers.com/location_details.php?id=2905,,https://www.yelp.com/biz/circle-k-yuma-17?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+342+1074; https://www.yellowpages.com/search?search_terms=928+342+1074; https://www.yellowpages.com/search?search_terms=928+342+1074,,32.667381000000006,-114.44347
Yuma ( 85364 ) Shell # 10 ),928-342-1074 I-8 Exit 12 ( Fortuna Rd ),<U+2610> <U+2610> O,Yuma,85364,Shell # 10 ),928-342-1074,2014,Yuma,AZ,Shell,Exit,12,I-8,,,,,True,True,165,True,https://www.truckstopsandservices.com/location_details.php?id=2905; http://www.rvandtravelers.com/location_details.php?id=2905,,https://www.yelp.com/biz/circle-k-yuma-17?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+342+1074; https://www.yellowpages.com/search?search_terms=928+342+1074; https://www.yellowpages.com/search?search_terms=928+342+1074,,32.667381000000006,-114.44347
Yuma ( 85364 ) Shell # 10,928-342-1074 I-8 Exit 12 ( Fortuna Rd ),24 O,Yuma,85364,Shell # 10,928-342-1074,2015,Yuma,AZ,Shell,Exit,12,I-8,,,,,True,True,165,True,https://www.truckstopsandservices.com/location_details.php?id=2905; http://www.rvandtravelers.com/location_details.php?id=2905,,https://www.yelp.com/biz/circle-k-yuma-17?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+342+1074; https://www.yellowpages.com/search?search_terms=928+342+1074; https://www.yellowpages.com/search?search_terms=928+342+1074,,32.667381000000006,-114.44347
Yuma ( 85364 ) Shell # 10,928-342-1074 I-8 Exit 12 ( Fortuna Rd ),24 <U+2610> <U+2610>,Yuma,85364,Shell # 10,928-342-1074,2016,Yuma,AZ,Shell,Exit,12,I-8,,,,,True,True,165,True,https://www.truckstopsandservices.com/location_details.php?id=2905; http://www.rvandtravelers.com/location_details.php?id=2905,,https://www.yelp.com/biz/circle-k-yuma-17?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+342+1074; https://www.yellowpages.com/search?search_terms=928+342+1074; https://www.yellowpages.com/search?search_terms=928+342+1074,,32.667381000000006,-114.44347
"Yuma , 85365 Barney's Auto / Truck Plaza ( Shamrock )",928-342-2696 I-8 Exit 12 ( Fortuna Rd ),,Yuma,85365,Barney's Auto / Truck Plaza ( Shamrock ),928-342-2696,2006,Yuma,AZ,Shamrock,Exit,12,I-8,,,,,True,True,166,True,https://www.truckstopsandservices.com/location_details.php?id=306; http://www.rvandtravelers.com/location_details.php?id=306,,https://www.yelp.com/biz/barneys-auto-truck-plaza-yuma-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/speedway-yuma-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/flying-j-travel-plaza-yuma?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+342+2696; https://www.yellowpages.com/search?search_terms=928+342+2696; https://www.yellowpages.com/search?search_terms=928+342+2696,,32.6734637717285,-114.444855165283
"Yuma , 85365 Barney's Auto / Truck Plaza ( Valero )",928-342-2696 I-8 Exit 12 ( Fortuna Rd ),24 HRS HRS,Yuma,85365,Barney's Auto / Truck Plaza ( Valero ),928-342-2696,2007,Yuma,AZ,Valero,Exit,12,I-8,,,,,True,True,166,True,https://www.truckstopsandservices.com/location_details.php?id=306; http://www.rvandtravelers.com/location_details.php?id=306,,https://www.yelp.com/biz/barneys-auto-truck-plaza-yuma-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/speedway-yuma-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/flying-j-travel-plaza-yuma?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+342+2696; https://www.yellowpages.com/search?search_terms=928+342+2696; https://www.yellowpages.com/search?search_terms=928+342+2696,,32.6734637717285,-114.444855165283
"Yuma , 85365 Barney's Auto / Truck Plaza ( Valero )",928-342-2696 I-8 Exit 12 ( Fortuna Rd ),24 HRS L HRS 24 <U+2610>,Yuma,85365,Barney's Auto / Truck Plaza ( Valero ),928-342-2696,2008,Yuma,AZ,Valero,Exit,12,I-8,,,,,True,True,166,True,https://www.truckstopsandservices.com/location_details.php?id=306; http://www.rvandtravelers.com/location_details.php?id=306,,https://www.yelp.com/biz/barneys-auto-truck-plaza-yuma-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/speedway-yuma-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/flying-j-travel-plaza-yuma?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+342+2696; https://www.yellowpages.com/search?search_terms=928+342+2696; https://www.yellowpages.com/search?search_terms=928+342+2696,,32.6734637717285,-114.444855165283
H Yuma ( 85365 ) Barney's Auto / Truck Plaza I-8 # Exit 33 ( 3 Flying ) J #,928-342-2696 I-8 Exit 12 ( Fortuna Rd ),J # 505 ) 24 24,Yuma,85365,Barney's Auto / Truck Plaza I-8 # Exit 33 ( 3 Flying ) J #,928-342-2696,2014,Yuma,AZ,,Exit,12,I-8,,,,,True,True,166,True,https://www.truckstopsandservices.com/location_details.php?id=306; http://www.rvandtravelers.com/location_details.php?id=306,https://www.truckstopsandservices.com/location_details.php?id=306; http://www.rvandtravelers.com/location_details.php?id=306,https://www.yelp.com/biz/barneys-auto-truck-plaza-yuma-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/speedway-yuma-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/flying-j-travel-plaza-yuma?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+342+2696; https://www.yellowpages.com/search?search_terms=928+342+2696; https://www.yellowpages.com/search?search_terms=928+342+2696,,32.6734637717285,-114.444855165283
Yuma ( 85365 ) Barney's Auto / Truck Plaza # 33 ( Flying J #,928-342-2696 I-8 Exit 12 ( Fortuna Rd ),J FLYING # 50524 J 24 RS,Yuma,85365,Barney's Auto / Truck Plaza # 33 ( Flying J #,928-342-2696,2015,Yuma,AZ,Flying J,Exit,12,I-8,,,,,True,True,166,True,https://www.truckstopsandservices.com/location_details.php?id=306; http://www.rvandtravelers.com/location_details.php?id=306,https://www.truckstopsandservices.com/location_details.php?id=306; http://www.rvandtravelers.com/location_details.php?id=306,https://www.yelp.com/biz/barneys-auto-truck-plaza-yuma-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/speedway-yuma-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/flying-j-travel-plaza-yuma?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+342+2696; https://www.yellowpages.com/search?search_terms=928+342+2696; https://www.yellowpages.com/search?search_terms=928+342+2696,,32.6734637717285,-114.444855165283
Yuma ( 85365 ) Giant # 6641 ( Flying J # 505 ),928-342-2696 I-8 Exit 12 ( Fortuna Rd ),FLYING J 24 L 24,Yuma,85365,Giant # 6641 ( Flying J # 505 ),928-342-2696,2016,Yuma,AZ,Flying J,Exit,12,I-8,,,,,True,True,166,True,https://www.truckstopsandservices.com/location_details.php?id=306; http://www.rvandtravelers.com/location_details.php?id=306,https://www.truckstopsandservices.com/location_details.php?id=306; http://www.rvandtravelers.com/location_details.php?id=306,https://www.yelp.com/biz/barneys-auto-truck-plaza-yuma-2?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/speedway-yuma-4?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg; https://www.yelp.com/biz/flying-j-travel-plaza-yuma?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+342+2696; https://www.yellowpages.com/search?search_terms=928+342+2696; https://www.yellowpages.com/search?search_terms=928+342+2696,,32.6734637717285,-114.444855165283
"Yuma , 85365 Barney's # 30 ( Shamrock )",928-344-0160 3200 E US 80,,Yuma,85365,Barney's # 30 ( Shamrock ),928-344-0160,2006,Yuma,AZ,Shamrock,Proper,,US 80,,,,,True,True,167,True,http://www.rvandtravelers.com/location_details.php?id=10282; https://www.truckstopsandservices.com/location_details.php?id=10282,,https://www.yelp.com/biz/speedway-yuma?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+344+0160; https://www.yellowpages.com/search?search_terms=928+344+0160; https://www.yellowpages.com/search?search_terms=928+344+0160,,32.67031849999999,-114.5786175
"Yuma , 85365 Barney's # 30 (",928-344-0160 3200 E US 80 Valero ),MOO,Yuma,85365,Barney's # 30 (,928-344-0160,2007,Yuma,AZ,,Proper,,US 80,,,,,True,True,167,True,http://www.rvandtravelers.com/location_details.php?id=10282; https://www.truckstopsandservices.com/location_details.php?id=10282,,https://www.yelp.com/biz/speedway-yuma?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+344+0160; https://www.yellowpages.com/search?search_terms=928+344+0160; https://www.yellowpages.com/search?search_terms=928+344+0160,,32.67031849999999,-114.5786175
"Yuma , 85365 Barney's # 30 ( Valero )",928-344-0160 3200 E US 80,S <U+2610><U+2610>,Yuma,85365,Barney's # 30 ( Valero ),928-344-0160,2008,Yuma,AZ,Valero,Proper,,US 80,,,,,True,True,167,True,http://www.rvandtravelers.com/location_details.php?id=10282; https://www.truckstopsandservices.com/location_details.php?id=10282,,https://www.yelp.com/biz/speedway-yuma?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+344+0160; https://www.yellowpages.com/search?search_terms=928+344+0160; https://www.yellowpages.com/search?search_terms=928+344+0160,,32.67031849999999,-114.5786175
Yuma ( 85365 ) Barney's # 30 ( Shell ),928-344-0160 3200 E 32nd St ( SE of I-8 Exit 3 ),2 24 M D,Yuma,85365,Barney's # 30 ( Shell ),928-344-0160,2014,Yuma,AZ,Shell,Proper,,32nd St,,,,,True,True,167,True,http://www.rvandtravelers.com/location_details.php?id=10282; https://www.truckstopsandservices.com/location_details.php?id=10282,,https://www.yelp.com/biz/speedway-yuma?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+344+0160; https://www.yellowpages.com/search?search_terms=928+344+0160; https://www.yellowpages.com/search?search_terms=928+344+0160,,32.67031849999999,-114.5786175
Yuma ( 85365 ) Giant # 6636 ( 76 ),928-344-0160 3200 E 32nd St ( SE of I-8 Exit 3,S,Yuma,85365,Giant # 6636 ( 76 ),928-344-0160,2015,Yuma,AZ,,Proper,,32nd St,,,,,True,True,167,True,http://www.rvandtravelers.com/location_details.php?id=10282; https://www.truckstopsandservices.com/location_details.php?id=10282,http://www.rvandtravelers.com/location_details.php?id=10282; https://www.truckstopsandservices.com/location_details.php?id=10282,https://www.yelp.com/biz/speedway-yuma?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+344+0160; https://www.yellowpages.com/search?search_terms=928+344+0160; https://www.yellowpages.com/search?search_terms=928+344+0160,,32.67031849999999,-114.5786175
Yuma ( 85365 ) Giant # 6636 ( 76 ),928-344-0160 3200 E 32nd St ( SE of I-8 Exit 3 ),24 SO <U+25A1> O,Yuma,85365,Giant # 6636 ( 76 ),928-344-0160,2016,Yuma,AZ,,Proper,,32nd St,,,,,True,True,167,True,http://www.rvandtravelers.com/location_details.php?id=10282; https://www.truckstopsandservices.com/location_details.php?id=10282,http://www.rvandtravelers.com/location_details.php?id=10282; https://www.truckstopsandservices.com/location_details.php?id=10282,https://www.yelp.com/biz/speedway-yuma?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+344+0160; https://www.yellowpages.com/search?search_terms=928+344+0160; https://www.yellowpages.com/search?search_terms=928+344+0160,,32.67031849999999,-114.5786175
"Central Heights , 85539 Dave's Fast Stop # 4 ( Chevron )",928-425-3297 2060 US 60-70 ( MM 248 ),24,Central Heights,85539,Dave's Fast Stop # 4 ( Chevron ),928-425-3297,2006,Miami,AZ,Chevron,Proper,,US 60-70,,,,,True,True,168,True,http://www.rvandtravelers.com/location_details.php?id=10281; https://www.truckstopsandservices.com/location_details.php?id=10281,http://www.rvandtravelers.com/location_details.php?id=10281; https://www.truckstopsandservices.com/location_details.php?id=10281,https://www.yelp.com/biz/daves-fast-stop-globe?adjust_creative=xElCeMfmOucjLmXEMhJkIg&utm_campaign=yelp_api_v3&utm_medium=api_v3_phone_search&utm_source=xElCeMfmOucjLmXEMhJkIg,https://www.yellowpages.com/search?search_terms=928+425+3297; https://www.yellowpages.com/search?search_terms=928+425+3297; https://www.yellowpages.com/search?search_terms=928+425+3297,,33.41890705369746,-110.81300056441802
