clean_line1,clean_line2,line3,city,zip_code,label,phone,year,major_city,state,chain,address_standardized_ON_parenthesis,address_standardized_OFF_parenthesis,Address_Type,Exit_Number,Flagged,Flag_Reason,Is_Unclear_OCR,Main_Road,Secondary_Road,Exit_Number_2,Exit_Number_3,Tertiary_Road
Yuma ( 85365 ) Giant # 6641 ( Flying J # 505 ),928-342-2696 I-8 Exit 12 ( Fortuna Rd ),FLYING J 24 L 24,Yuma,85365,Giant # 6641 ( Flying J # 505 ),928-342-2696,2016,Yuma,AZ,Flying J,( Fortuna Rd ),I-8 Exit 12 ,Exit,12,False,,False,I-8,,None,,
"Yuma , 85365 Barney's # 30 ( Shamrock )",928-344-0160 3200 E US 80,,Yuma,85365,Barney's # 30 ( Shamrock ),928-344-0160,2006,Yuma,AZ,Shamrock,,3200 E US 80,Proper,,False,,False,US 80,,None,,
"Yuma , 85365 Barney's # 30 (",928-344-0160 3200 E US 80 Valero ),MOO,Yuma,85365,Barney's # 30 (,928-344-0160,2007,Yuma,AZ,,,3200 E US 80 Valero ,Proper,,False,,False,US 80,,None,,
"Yuma , 85365 Barney's # 30 ( Valero )",928-344-0160 3200 E US 80,S <U+2610><U+2610>,Yuma,85365,Barney's # 30 ( Valero ),928-344-0160,2008,Yuma,AZ,Valero,,3200 E US 80,Proper,,False,,False,US 80,,None,,
Yuma ( 85365 ) Barney's # 30 ( Shell ),928-344-0160 3200 E 32nd St ( SE of I-8 Exit 3 ),2 24 M D,Yuma,85365,Barney's # 30 ( Shell ),928-344-0160,2014,Yuma,AZ,Shell,( SE of I-8 Exit 3 ),3200 E 32nd St,Proper,,False,,False,32nd St,,None,,
Yuma ( 85365 ) Giant # 6636 ( 76 ),928-344-0160 3200 E 32nd St ( SE of I-8 Exit 3,S,Yuma,85365,Giant # 6636 ( 76 ),928-344-0160,2015,Yuma,AZ,,( SE of I-8 Exit 3,3200 E 32nd St,Proper,,False,,False,32nd St,,None,,
Yuma ( 85365 ) Giant # 6636 ( 76 ),928-344-0160 3200 E 32nd St ( SE of I-8 Exit 3 ),24 SO <U+25A1> O,Yuma,85365,Giant # 6636 ( 76 ),928-344-0160,2016,Yuma,AZ,,( SE of I-8 Exit 3 ),3200 E 32nd St,Proper,,False,,False,32nd St,,None,,
"Central Heights , 85539 Dave's Fast Stop # 4 ( Chevron )",928-425-3297 2060 US 60-70 ( MM 248 ),24,Central Heights,85539,Dave's Fast Stop # 4 ( Chevron ),928-425-3297,2006,Miami,AZ,Chevron,( MM 248 ),2060 US 60-70,Proper,,False,,False,US 60-70,,None,,
"Central Heights , 85539 Dave's Fast Stop # 4 ( Chevron ) )",928-425-3297 2060 US 60-70 ( MM 248 ),000,Central Heights,85539,Dave's Fast Stop # 4 ( Chevron ) ),928-425-3297,2007,Miami,AZ,Chevron,( MM 248 ),2060 US 60-70,Proper,,False,,False,US 60-70,,None,,
"Central Heights , 85539 Dave's Fast Stop # 4 ( Chevron )",6 928-425-3297 2060 US 60-70 ( MM 248 ),HRS 24 S <U+2610> <U+2610> <U+2610> <U+2610>,Central Heights,85539,Dave's Fast Stop # 4 ( Chevron ),928-425-3297,2008,Miami,AZ,Chevron,( MM 248 ),2060 US 60-70,Proper,,False,,False,US 60-70,,None,,
G Central Heights ( 85539 ) Dave's Fast Stop ( Chevron ),928-425-3297 2060 US 60-70 ( MM 248 ),24 S D,Central Heights,85539,Dave's Fast Stop ( Chevron ),928-425-3297,2014,Miami,AZ,Chevron,( MM 248 ),2060 US 60-70,Proper,,False,,False,US 60-70,,None,,
Central Heights ( 85539 ) Dave's Fast Stop ( Chevron ) ),928-425-3297 2060 US 60-70 ( MM 248 ),24 SO,Central Heights,85539,Dave's Fast Stop ( Chevron ) ),928-425-3297,2015,Miami,AZ,Chevron,( MM 248 ),2060 US 60-70,Proper,,False,,False,US 60-70,,None,,
Central Heights ( 85539 ) Dave's Fast Stop ( Chevron ),928-425-3297 2060 US 60-70 ( MM 248 ),24 S a,Central Heights,85539,Dave's Fast Stop ( Chevron ),928-425-3297,2016,Miami,AZ,Chevron,( MM 248 ),2060 US 60-70,Proper,,False,,False,US 60-70,,None,,
"San Simon , 85632 4 - K Truck Stop ( Chevron ) .",7 520-845-2251 I-10 Exit 378,TX,San Simon,85632,4 - K Truck Stop ( Chevron ) .,520-845-2251,2006,San Simon,AZ,Chevron,,I-10 Exit 378,Exit,378,False,,False,I-10,,None,,
"San Simon , 85632 Sunmart # 605 ( Chevron )",520-845-2251 I-10 Exit 378,HRS 24 XL,San Simon,85632,Sunmart # 605 ( Chevron ),520-845-2251,2007,San Simon,AZ,Chevron,,I-10 Exit 378,Exit,378,False,,False,I-10,,None,,
"San Simon , 85632 Sunmart # 605 ( Chevron )",7 520-845-2251 I-10 Exit 378,24 HRS XL,San Simon,85632,Sunmart # 605 ( Chevron ),520-845-2251,2008,San Simon,AZ,Chevron,,I-10 Exit 378,Exit,378,False,,False,I-10,,None,,
H San Simon ( 85632 ) Sunmart # 605 ( Chevron ),520-845-2251 I-10 Exit 378,124 XL,San Simon,85632,Sunmart # 605 ( Chevron ),520-845-2251,2014,San Simon,AZ,Chevron,,I-10 Exit 378,Exit,378,False,,False,I-10,,None,,
H San Simon ( 85632 ) Sunmart # 605 ( Chevron ),7 520-845-2251 I-10 Exit 378,24 XL E,San Simon,85632,Sunmart # 605 ( Chevron ),520-845-2251,2015,San Simon,AZ,Chevron,,I-10 Exit 378,Exit,378,False,,False,I-10,,None,,
San Simon ( 85632 ) Sunmart # 605 ( Chevron ),520-845-2251 I-10 Exit 378,24 XL 24 38,San Simon,85632,Sunmart # 605 ( Chevron ),520-845-2251,2016,San Simon,AZ,Chevron,,I-10 Exit 378,Exit,378,False,,False,I-10,,None,,
"Willcox , 85643 Willcox Truck Plaza ( Chevron )",520-384-3561 I-10 Exit 340 ( AZ 186 S ),HRS S -,Willcox,85643,Willcox Truck Plaza ( Chevron ),520-384-3561,2006,Willcox,AZ,Chevron,( AZ 186 S ),I-10 Exit 340 ,Exit,340,False,,False,I-10,,None,,
"Willcox , 85643 Willcox Truck Plaza ( Chevron )",6 520-384-3561 I-10 Exit 340 ( AZ 186 S ),D,Willcox,85643,Willcox Truck Plaza ( Chevron ),520-384-3561,2007,Willcox,AZ,Chevron,( AZ 186 S ),I-10 Exit 340 ,Exit,340,False,,False,I-10,,None,,
"Willcox , 85643 Willcox Truck Plaza ( Chevron )",6 520-384-3561 I-10 Exit 340 ( AZ 186 S ),24 HRS M 240 HRS,Willcox,85643,Willcox Truck Plaza ( Chevron ),520-384-3561,2008,Willcox,AZ,Chevron,( AZ 186 S ),I-10 Exit 340 ,Exit,340,False,,False,I-10,,None,,
Willcox ( 85643 ) Willcox Truck Plaza,520-384-3561 I-10 Exit 340 ( AZ 186 S ),24 S <U+2610> <U+2610>,Willcox,85643,Willcox Truck Plaza,520-384-3561,2014,Willcox,AZ,,( AZ 186 S ),I-10 Exit 340 ,Exit,340,False,,False,I-10,,None,,
Willcox ( 85643 ) Willcox Truck ( Plaza 186 N ),520-384-3561 I-10 Exit 340 ( AZ 186,2005 24 S <U+2610> O <U+25A1>,Willcox,85643,Willcox Truck ( Plaza 186 N ),520-384-3561,2015,Willcox,AZ,,( AZ 186,I-10 Exit 340 ,Exit,340,False,,False,I-10,,None,,
Willcox ( 85643 ) Willcox Truck Plaza,520-384-3561 I-10 Exit 340 ( AZ 186 S ) .,24 S <U+2610>,Willcox,85643,Willcox Truck Plaza,520-384-3561,2016,Willcox,AZ,,( AZ 186 S ) .,I-10 Exit 340 ,Exit,340,False,,False,I-10,,None,,
"Willcox , 85643 TravelCenters of America ( Shell )",6 520-384-5311 I-10 Exit 340 ( AZ 186 N ) TA,489 D 0,Willcox,85643,TravelCenters of America ( Shell ),520-384-5311,2006,Willcox,AZ,TravelCenters,( AZ 186 N ) TA,I-10 Exit 340 ,Exit,340,False,,False,I-10,,None,,
"Willcox , 85643 TravelCenters of America ( Shell )",520-384-5311 I-10 Exit 340 ( AZ 186 N ) TA,24 XL 24 O,Willcox,85643,TravelCenters of America ( Shell ),520-384-5311,2007,Willcox,AZ,TravelCenters,( AZ 186 N ) TA,I-10 Exit 340 ,Exit,340,False,,False,I-10,,None,,
"Willcox , 85643",6 520-384-5311 TravelCenters I-10 Exit 340 ( of AZ America 186 N ) ( Shell ),124 HRS XL HRS 124,Willcox,85643,,520-384-5311,2008,Willcox,AZ,,( of AZ America 186 N ) ( Shell ),TravelCenters I-10 Exit 340 ,Exit,340,False,,False,I-10,,None,,
H Willcox ( 85643 ) TA Willcox # 226 ( Shell ),6 520-384-5311 I-10 Exit 340 ( AZ 186 N ),ZA 24 XL 24,Willcox,85643,TA Willcox # 226 ( Shell ),520-384-5311,2014,Willcox,AZ,Shell,( AZ 186 N ),I-10 Exit 340 ,Exit,340,False,,False,I-10,,None,,
Willcox ( 85643 ) TA Willcox # 226 ( Shell ),520-384-5311 I-10 Exit 340 ( AZ 186 ),A24 24 XL,Willcox,85643,TA Willcox # 226 ( Shell ),520-384-5311,2015,Willcox,AZ,Shell,( AZ 186 ),I-10 Exit 340 ,Exit,340,False,,False,I-10,,None,,
Willcox ( 85643 ) TA Willcox # 226 ( Shell ),520-384-5311 I-10 Exit 340 ( AZ 186 N ),24 XL,Willcox,85643,TA Willcox # 226 ( Shell ),520-384-5311,2016,Willcox,AZ,Shell,( AZ 186 N ),I-10 Exit 340 ,Exit,340,False,,False,I-10,,None,,
"Nogales ( North ) , 85648 Pilot Travel Center # 279",5 520-377-0001 I-19 Exit 12 ( AZ 289 ),HR $ SO 0 <U+2610>,Nogales,85648,Pilot Travel Center # 279,520-377-0001,2006,Rio Rico,AZ,Pilot,( AZ 289 ),I-19 Exit 12 ,Exit,12,False,,False,I-19,,None,,
"Nogales ( N ) , 85648 . Pilot Travel Center # 279",520-377-0001 I-19 Exit 12 ( AZ 289 ),24 M,Nogales,85648,. Pilot Travel Center # 279,520-377-0001,2007,Rio Rico,AZ,Pilot,( AZ 289 ),I-19 Exit 12 ,Exit,12,False,,False,I-19,,None,,
"Nogales ( North ) , 85648 Pilot Travel Center # 279",5 520-377-0001 I-19 Exit 12 ( AZ 289 ),HRS 24 M,Nogales,85648,Pilot Travel Center # 279,520-377-0001,2008,Rio Rico,AZ,Pilot,( AZ 289 ),I-19 Exit 12 ,Exit,12,False,,False,I-19,,None,,
Nogales ( North ) ( 85648 ) Pilot Travel Center # 279,5 520-377-0001 I-19 Exit 12 ( AZ 289 ),Plot FOLS 24 <U+2610> LO <U+2610>,Nogales,85648,Pilot Travel Center # 279,520-377-0001,2014,Rio Rico,AZ,Pilot,( AZ 289 ),I-19 Exit 12 ,Exit,12,False,,False,I-19,,None,,
Nogales ( North ) ( 85648 ) Pilot Travel Center # 279,5 520-377-0001 I-19 Exit 12 ( AZ 289 ) pilot,24 <U+2610> LO <U+2610>,Nogales,85648,Pilot Travel Center # 279,520-377-0001,2015,Rio Rico,AZ,Pilot,( AZ 289 ) pilot,I-19 Exit 12 ,Exit,12,False,,False,I-19,,None,,
Nogales ( North ) ( 85648 ) Pilot Travel Center # 279,51520-377-0001 I-19 Exit 12 ( AZ 289 ),Pilat 24 <U+2610> OLO,Nogales,85648,Pilot Travel Center # 279,520-377-0001,2016,Rio Rico,AZ,Pilot,( AZ 289 ),I-19 Exit 12 ,Exit,12,False,,False,I-19,,None,,
"Tucson , 85706 Tucson Truck Terminal ( Triple T )",5 520-574-0050 I-10 Exit 268 ( Craycroft ),48 XL 24,Tucson,85706,Tucson Truck Terminal ( Triple T ),520-574-0050,2006,Tucson,AZ,,( Craycroft ),I-10 Exit 268 ,Exit,268,False,,False,I-10,,None,,
"Tucson , 85706 Tucson Truck Terminal ( Triple T ) ( Spirit",520-574-0050 I-10 Exit 268 ( Craycroft ),),Tucson,85706,Tucson Truck Terminal ( Triple T ) ( Spirit,520-574-0050,2007,Tucson,AZ,,( Craycroft ),I-10 Exit 268 ,Exit,268,False,,False,I-10,,None,,
"Tucson , 85706 Tucson Truck Terminal ( Triple T ) ( Spirit )",5 520-574-0050 I-10 Exit 268 ( Craycroft ),24 HRS XL 24,Tucson,85706,Tucson Truck Terminal ( Triple T ) ( Spirit ),520-574-0050,2008,Tucson,AZ,,( Craycroft ),I-10 Exit 268 ,Exit,268,False,,False,I-10,,None,,
H Tucson ( 85706 ) Tucson Truck Terminal ( Triple ) T ),520-574-0050 I-10 Exit 268 ( Craycroft ),XL 24 32,Tucson,85706,Tucson Truck Terminal ( Triple ) T ),520-574-0050,2014,Tucson,AZ,,( Craycroft ),I-10 Exit 268 ,Exit,268,False,,False,I-10,,None,,
Tucson ( 85706 ) Tucson Truck Terminal ( Triple ) T ),520-574-0050 I-10 Exit 268 ( ),24 XL 24,Tucson,85706,Tucson Truck Terminal ( Triple ) T ),520-574-0050,2015,Tucson,AZ,,( ),I-10 Exit 268 ,Exit,268,False,,False,I-10,,None,,
Tucson ( 85706 ) Tucson Truck Terminal ( Triple T ),520-574-0050 I-10 Exit 268 ( Craycroft ),XL 24,Tucson,85706,Tucson Truck Terminal ( Triple T ),520-574-0050,2016,Tucson,AZ,,( Craycroft ),I-10 Exit 268 ,Exit,268,False,,False,I-10,,None,,
"Tucson , 85706 Mr T's Self Serve ( Spirit )",520-574-1400 I-10 Exit 268 ( Craycroft ),,Tucson,85706,Mr T's Self Serve ( Spirit ),520-574-1400,2006,Tucson,AZ,,( Craycroft ),I-10 Exit 268 ,Exit,268,False,,False,I-10,,None,,
"Tucson , 85706 Mr T's Self Serve ( Spirit )",520-574-1400 I-10 Exit 268 ( Craycroft ),24,Tucson,85706,Mr T's Self Serve ( Spirit ),520-574-1400,2007,Tucson,AZ,,( Craycroft ),I-10 Exit 268 ,Exit,268,False,,False,I-10,,None,,
"Tucson , 85706 Mr T's Self Serve ( Spirit )",520-574-1400 I-10 Exit 268 ( Craycroft ),24 L ) <U+2610><U+2610><U+2610>,Tucson,85706,Mr T's Self Serve ( Spirit ),520-574-1400,2008,Tucson,AZ,,( Craycroft ),I-10 Exit 268 ,Exit,268,False,,False,I-10,,None,,
H Tucson ( 85706 ) Mr T's Self Serve,520-574-1400 I-10 Exit 268 ( Craycroft ),24 XL <U+2610> <U+2610>,Tucson,85706,Mr T's Self Serve,520-574-1400,2014,Tucson,AZ,,( Craycroft ),I-10 Exit 268 ,Exit,268,False,,False,I-10,,None,,
Tucson ( 85706 ) Mr T's Self Serve,520-574-1400 I-10 Exit 268 (,24,Tucson,85706,Mr T's Self Serve,520-574-1400,2015,Tucson,AZ,,(,I-10 Exit 268 ,Exit,268,False,,False,I-10,,None,,
Tucson ( 85706 ) Mr T's Self Serve,5 520-574-1400 I-10 Exit 268 ( Craycroft ),24 XL 24,Tucson,85706,Mr T's Self Serve,520-574-1400,2016,Tucson,AZ,,( Craycroft ),I-10 Exit 268 ,Exit,268,False,,False,I-10,,None,,
"Flagstaff , 86001 Holdings Little America ( Sinclair )",928-779-7942 I-40 Exit 198 ( Butler Ave S ),FRS M,Flagstaff,86001,Holdings Little America ( Sinclair ),928-779-7942,2006,Flagstaff,AZ,Sinclair,( Butler Ave S ),I-40 Exit 198 ,Exit,198,False,,False,I-40,,None,,
"Flagstaff , 86001 Holdings Little America ( Sinclair ) )",928-779-7942 I-40 Exit 198 ( Butler Ave S ),24 48 XL,Flagstaff,86001,Holdings Little America ( Sinclair ) ),928-779-7942,2007,Flagstaff,AZ,Sinclair,( Butler Ave S ),I-40 Exit 198 ,Exit,198,False,,False,I-40,,None,,
"Flagstaff , 86001 Little America ( Sinclair )",928-779-7942 I-40 Exit 198 ( Butler Ave S ),24 HRS XL <U+25A0><U+25A0>,Flagstaff,86001,Little America ( Sinclair ),928-779-7942,2008,Flagstaff,AZ,Sinclair,( Butler Ave S ),I-40 Exit 198 ,Exit,198,False,,False,I-40,,None,,
D Flagstaff ( 86001 ) Little America ( Sinclair ),928-779-7942 I-40 Exit 198 ( Butler Ave S ),LO,Flagstaff,86001,Little America ( Sinclair ),928-779-7942,2014,Flagstaff,AZ,Sinclair,( Butler Ave S ),I-40 Exit 198 ,Exit,198,False,,False,I-40,,None,,
Flagstaff ( 86001 ) Little America ( Sinclair ) ),928-779-7942 I-40 Exit 198 ( Butler Ave S ),ACEST 24,Flagstaff,86001,Little America ( Sinclair ) ),928-779-7942,2015,Flagstaff,AZ,Sinclair,( Butler Ave S ),I-40 Exit 198 ,Exit,198,False,,False,I-40,,None,,
D Flagstaff ( 86001 ) Little America ( Sinclair ),4 928-779-7942 I-40 Exit 198 ( Butler Ave S ),24 LO,Flagstaff,86001,Little America ( Sinclair ),928-779-7942,2016,Flagstaff,AZ,Sinclair,( Butler Ave S ),I-40 Exit 198 ,Exit,198,False,,False,I-40,,None,,
"Flagstaff , 86004 Carter Travel Center ( Conoco )",928-714-9115 7180 US 89 N ( 2 mi N of I-40 Exit 201 ),) HRS,Flagstaff,86004,Carter Travel Center ( Conoco ),928-714-9115,2006,Flagstaff,AZ,Conoco,( 2 mi N of I-40 Exit 201 ),7180 US 89 N,Proper,,False,,False,US 89,,None,,
"Flagstaff , 86004 Carter Travel Center ( Conoco )",928-714-9115 7180 US 89 N ( 2 mi N of I-40 Exit,) <U+25A1>,Flagstaff,86004,Carter Travel Center ( Conoco ),928-714-9115,2007,Flagstaff,AZ,Conoco,( 2 mi N of I-40 Exit,7180 US 89 N,Proper,,False,,False,US 89,,None,,
"Flagstaff , 86004 Carter Travel Center ( Conoco )",4 928-714-9115 7180 US 89 N ( 2 mi N of I-40 Exit 201 ),24 HRS S,Flagstaff,86004,Carter Travel Center ( Conoco ),928-714-9115,2008,Flagstaff,AZ,Conoco,( 2 mi N of I-40 Exit 201 ),7180 US 89 N,Proper,,False,,False,US 89,,None,,
D Flagstaff ( 86004 ) Carter Travel Center ( Conoco ),4 928-714-9115 7180 US 89 N ( 2 mi N of I-40 Exit 201 ),24 S,Flagstaff,86004,Carter Travel Center ( Conoco ),928-714-9115,2014,Flagstaff,AZ,Conoco,( 2 mi N of I-40 Exit 201 ),7180 US 89 N,Proper,,False,,False,US 89,,None,,
D Flagstaff ( 86004 ) Carter Travel Center ( Conoco ),4 928-714-9115 7180 US 89 N ( 2 mi N of I-40 Exit 201 ),24 S O,Flagstaff,86004,Carter Travel Center ( Conoco ),928-714-9115,2015,Flagstaff,AZ,Conoco,( 2 mi N of I-40 Exit 201 ),7180 US 89 N,Proper,,False,,False,US 89,,None,,
Flagstaff ( 86004 ) Carter Travel Center ( Conoco ),4 928-714-9115 7180 US 89 N ( 2 mi N of I-40 Exit 201 ),24 SO,Flagstaff,86004,Carter Travel Center ( Conoco ),928-714-9115,2016,Flagstaff,AZ,Conoco,( 2 mi N of I-40 Exit 201 ),7180 US 89 N,Proper,,False,,False,US 89,,None,,
"Cameron , 86020 Speedy's Convenience Store",928-679-2333 US 89 & AZ 64,24 DOO <U+2610>,Cameron,86020,Speedy's Convenience Store,928-679-2333,2006,Cameron,AZ,,,US 89 & AZ 64,empty,,False,,False,US 89,AZ 64,None,,
"Cameron , 86020 Speedy's Convenience",928-679-2333 US 89 & AZ 64 Store,24 +8 S <U+25A1>,Cameron,86020,Speedy's Convenience,928-679-2333,2007,Cameron,AZ,,,US 89 & AZ 64 Store,empty,,False,,False,US 89,AZ 64,None,,
"Cameron , 86020 Speedy's # 501",5 928-679-2333 US 89 & AZ 64,24 HRS <U+2610> S <U+2610> <U+2610> <U+2610><U+2610>,Cameron,86020,Speedy's # 501,928-679-2333,2008,Cameron,AZ,,,US 89 & AZ 64,empty,,False,,False,US 89,AZ 64,None,,
C Cameron ( 86020 ) Speedy's # 501,928-679-2333 US 89 & AZ 64,24 S <U+25A1> <U+25A1>,Cameron,86020,Speedy's # 501,928-679-2333,2014,Cameron,AZ,,,US 89 & AZ 64,empty,,False,,False,US 89,AZ 64,None,,
Cameron ( 86020 ) Speedy's I-10 Exit 114 # 501 ( Miller Rd S ),928-679-2333 US 89 & AZ 64,24 S D,Cameron,86020,Speedy's I-10 Exit 114 # 501 ( Miller Rd S ),928-679-2333,2015,Cameron,AZ,,,US 89 & AZ 64,empty,114,False,,False,US 89,AZ 64,None,,
Cameron ( 86020 ) Speedy's # 501,928-679-2333 US 89 & AZ 64,34 S <U+25A1>,Cameron,86020,Speedy's # 501,928-679-2333,2016,Cameron,AZ,,,US 89 & AZ 64,empty,,False,,False,US 89,AZ 64,None,,
"Holbrook , 86025 Fuel Express ( Shell )",928-524-3006 I-40 Exit 283 ( Perkins Valley ),XL,Holbrook,86025,Fuel Express ( Shell ),928-524-3006,2006,Holbrook,AZ,Shell,( Perkins Valley ),I-40 Exit 283 ,Exit,283,False,,False,I-40,,None,,
"Holbrook , 86025 Fuel Express ( Shell )",61928-524-3006 I-40 Exit 283 ( Perkins Valley ),24 HRS,Holbrook,86025,Fuel Express ( Shell ),928-524-3006,2007,Holbrook,AZ,Shell,( Perkins Valley ),I-40 Exit 283 ,Exit,283,False,,False,I-40,,None,,
"Holbrook , 86025 Fuel Express ( Texaco )",6 928-524-3006 I-40 Exit 283 ( Perkins Valley ),24 HRS XL <U+2610><U+2610>,Holbrook,86025,Fuel Express ( Texaco ),928-524-3006,2008,Holbrook,AZ,Texaco,( Perkins Valley ),I-40 Exit 283 ,Exit,283,False,,False,I-40,,None,,
D Holbrook ( 86025 ) TA Holbrook # 246 ( Shell ) ),6 928-524-3006 I-40 Exit 283 ( Perkins,A24 DOLO 24,Holbrook,86025,TA Holbrook # 246 ( Shell ) ),928-524-3006,2014,Holbrook,AZ,Shell,( Perkins,I-40 Exit 283 ,Exit,283,False,,False,I-40,,None,,
Holbrook ( 86025 ) TA Holbrook # 246 ( Shell US 180 ) ),6 928-524-3006 I-40 Exit 283 ( Perkins Valley ),24 DOL<U+2610><U+2610>,Holbrook,86025,TA Holbrook # 246 ( Shell US 180 ) ),928-524-3006,2015,Holbrook,AZ,Shell,( Perkins Valley ),I-40 Exit 283 ,Exit,283,False,,False,I-40,,None,,
Holbrook ( 86025 ) TA Holbrook # 246 ( Shell ),6 928-524-3006 I-40 Exit 283 ( Perkins Valley ),24,Holbrook,86025,TA Holbrook # 246 ( Shell ),928-524-3006,2016,Holbrook,AZ,Shell,( Perkins Valley ),I-40 Exit 283 ,Exit,283,False,,False,I-40,,None,,
"Holbrook , 86025 Hopi Travel Plaza ( Conoco )",928-524-6243 I-40 Exit 292 ( AZ 77 N ),HRS +8,Holbrook,86025,Hopi Travel Plaza ( Conoco ),928-524-6243,2006,Holbrook,AZ,Conoco,( AZ 77 N ),I-40 Exit 292 ,Exit,292,False,,False,I-40,,None,,
"Holbrook , 86025 Hopi Travel Plaza ( Conoco )",928-524-6243 I-40 Exit 292 ( AZ 77 N ),HRS 24 24 XL 24,Holbrook,86025,Hopi Travel Plaza ( Conoco ),928-524-6243,2007,Holbrook,AZ,Conoco,( AZ 77 N ),I-40 Exit 292 ,Exit,292,False,,False,I-40,,None,,
"Holbrook , 86025 Hopi Travel Plaza",6 928-524-6243 I-40 Exit 292 ( AZ 77 N ),24 HRS XL 24 HRS,Holbrook,86025,Hopi Travel Plaza,928-524-6243,2008,Holbrook,AZ,,( AZ 77 N ),I-40 Exit 292 ,Exit,292,False,,False,I-40,,None,,
Holbrook ( 86025 ) Hopi Travel Plaza ( Conoco ),6 928-524-6243 I-40 Exit 292 ( AZ 77 N ),24 XLO 24,Holbrook,86025,Hopi Travel Plaza ( Conoco ),928-524-6243,2014,Holbrook,AZ,Conoco,( AZ 77 N ),I-40 Exit 292 ,Exit,292,False,,False,I-40,,None,,
6 D 928-524-3006 Holbrook ( 86025 ) I-40 Hopi Exit Travel 283 Plaza ( Perkins ( Conoco Valley ) ),928-524-6243 I-40 Exit 292 ( AZ 77 N ),24 XL 24,Holbrook,86025,I-40 Hopi Exit Travel 283 Plaza ( Perkins ( Conoco Valley ) ),928-524-6243,2015,Holbrook,AZ,Conoco,( AZ 77 N ),I-40 Exit 292 ,Exit,292,False,,False,I-40,,None,,
Holbrook ( 86025 ) Hopi Travel 283 Plaza ( Perkins ( Conoco Valley ) ),6 928-524-6243 I-40 Exit 292 ( AZ 77 N ),24 XL 24,Holbrook,86025,Hopi Travel 283 Plaza ( Perkins ( Conoco Valley ) ),928-524-6243,2016,Holbrook,AZ,Conoco,( AZ 77 N ),I-40 Exit 292 ,Exit,292,False,,False,I-40,,None,,
"Joseph City , 86032 Love's Travel Stop # 278",928-288-3726 I-40 Exit 277,HRS S,Joseph City,86032,Love's Travel Stop # 278,928-288-3726,2006,Joseph City,AZ,Love's,,I-40 Exit 277,Exit,277,False,,False,I-40,,None,,
"Joseph City , 86032 Love's Travel Stop #",928-288-3726 I-40 Exit 277 278,24 48 S <U+2610>,Joseph City,86032,Love's Travel Stop #,928-288-3726,2007,Joseph City,AZ,Love's,,I-40 Exit 277 278,Exit,277,False,,False,I-40,,None,,
"City , 86032 Love's Travel Stop # 278",DJoseph 6 928-288-3726 I-40 Exit 277,24 HRS S,City,86032,Love's Travel Stop # 278,928-288-3726,2008,Joseph City,AZ,Love's,,I-40 Exit 277,Exit,277,False,,False,I-40,,None,,
Joseph City ( 86032 ) Love's Travel Stop ( AZ 77 # 278 N ),6 928-288-3726 I-40 Exit 277,24 M,Joseph City,86032,Love's Travel Stop ( AZ 77 # 278 N ),928-288-3726,2014,Joseph City,AZ,Love's,,I-40 Exit 277,Exit,277,False,,False,I-40,,None,,
Joseph City ( 86032 ) Love's Travel Stop # 278,6 928-288-3726 I-40 Exit 277,24 MO,Joseph City,86032,Love's Travel Stop # 278,928-288-3726,2015,Joseph City,AZ,Love's,,I-40 Exit 277,Exit,277,False,,False,I-40,,None,,
Joseph City ( 86032 ) Love's Travel Stop # 278,928-288-3726 I-40 Exit 277,24 MOO 24,Joseph City,86032,Love's Travel Stop # 278,928-288-3726,2016,Joseph City,AZ,Love's,,I-40 Exit 277,Exit,277,False,,False,I-40,,None,,
"B Page , 86040 Lake Powell Convenience Center ( Shell )",928-645-5998 901 US 89 S ( MM 547 ),<U+2610> <U+2610>,Page,86040,Lake Powell Convenience Center ( Shell ),928-645-5998,2006,Page,AZ,Shell,( MM 547 ),901 US 89 S,Proper,,False,,False,US 89,,None,,
"B Page , 86040 Lake Powell Convenience Center (",928-645-5998 901 US 89 S ( MM 547 ),Shell ),Page,86040,Lake Powell Convenience Center (,928-645-5998,2007,Page,AZ,,( MM 547 ),901 US 89 S,Proper,,False,,False,US 89,,None,,
"Page , 86040 Lake Powell Convenience Center ( Shell )",928-645-5998 901 US 89 S ( MM 547 ),) <U+2610> <U+2610>,Page,86040,Lake Powell Convenience Center ( Shell ),928-645-5998,2008,Page,AZ,Shell,( MM 547 ),901 US 89 S,Proper,,False,,False,US 89,,None,,
B Page ( 86040 ) Lake Powell Convenience Center ( Shell ),4 928-645-5998 901 US 89 S ( MM 547 ),) <U+2610> <U+2610> <U+2610>,Page,86040,Lake Powell Convenience Center ( Shell ),928-645-5998,2014,Page,AZ,Shell,( MM 547 ),901 US 89 S,Proper,,False,,False,US 89,,None,,
B Page ( 86040 ) Lake Powell Convenience Center ( Shell ),4 928-645-5998 901 US 89 S ( MM 547 ),<U+2610> <U+2610><U+2610><U+2610><U+2610>,Page,86040,Lake Powell Convenience Center ( Shell ),928-645-5998,2015,Page,AZ,Shell,( MM 547 ),901 US 89 S,Proper,,False,,False,US 89,,None,,
Page ( 86040 ) Lake Powell Convenience Center ( Shell ),4 928-645-5998 901 US 89 S ( MM 547 ),<U+2610>,Page,86040,Lake Powell Convenience Center ( Shell ),928-645-5998,2016,Page,AZ,Shell,( MM 547 ),901 US 89 S,Proper,,False,,False,US 89,,None,,
