clean_line1,clean_line2,line3,city,zip_code,label,phone,address,year,major_city,state,chain
", 47471 Petro Plus",GWorthington 3812-875-2112 203 US 231 S ( in town ),<U+2610>,,47471,Petro Plus,812-875-2112,203 US 231 S ( in town ),2008,Worthington,IN,
Worthington ( 47471 ) Petro Plus,812-875-2112 203 US 231 S ( in town ),D <U+25A1>,Worthington,47471,Petro Plus,812-875-2112,203 US 231 S ( in town ),2014,Worthington,IN,
Worthington ( 47471 ) Country Porch # 8 Rd,3 812-875-2112 203 US 231 S ( in town ),<U+2610> <U+25A1>,Worthington,47471,Country Porch # 8 Rd,812-875-2112,203 US 231 S ( in town ),2015,Worthington,IN,
Worthington ( 47471 ) Country Porch # 8,812-875-2112 203 US 231 S ( in town ),<U+2610> <U+2610> <U+25A1>,Worthington,47471,Country Porch # 8,812-875-2112,203 US 231 S ( in town ),2016,Worthington,IN,
"Worthington , 47471 Vest Quik Mart ( Marathon ) )",812-875-2497 US 231 & IN 67,S,Worthington,47471,Vest Quik Mart ( Marathon ) ),812-875-2497,US 231 & IN 67,2006,Worthington,IN,Marathon
"Worthington , 47471 Vest Quik Mart ( Marathon )",812-875-2497 US 231 & IN 67,HRS 24 S,Worthington,47471,Vest Quik Mart ( Marathon ),812-875-2497,US 231 & IN 67,2007,Worthington,IN,Marathon
", 47471 Vest Quik Mart ( Marathon )",812-875-2497 GWorthington US 231 & IN 67,S,,47471,Vest Quik Mart ( Marathon ),812-875-2497,GWorthington US 231 & IN 67,2008,Worthington,IN,Marathon
Worthington ( 47471 ) Vest Quik Mart ( Marathon ),812-875-2497 US 231 & IN 67,S,Worthington,47471,Vest Quik Mart ( Marathon ),812-875-2497,US 231 & IN 67,2014,Worthington,IN,Marathon
Worthington ( 47471 ) Vest Quik Mart ( Marathon ) ),3 812-875-2497 US 231 & IN 67,<U+2610><U+2610> S,Worthington,47471,Vest Quik Mart ( Marathon ) ),812-875-2497,US 231 & IN 67,2015,Worthington,IN,Marathon
Worthington ( 47471 ) Vest Quik Mart ( Marathon ),812-875-2497 US 231 & IN 67,S,Worthington,47471,Vest Quik Mart ( Marathon ),812-875-2497,US 231 & IN 67,2016,Worthington,IN,Marathon
"Washington , 47501 BP Food Mart # 27",812-254-4004 US 50 Bypass & IN 57,,Washington,47501,BP Food Mart # 27,812-254-4004,US 50 Bypass & IN 57,2006,Washington,IN,BP
"Washington , 47501 BP Food Mart # 27",812-254-4004 US 50 Bypass & IN 57,HRS 24,Washington,47501,BP Food Mart # 27,812-254-4004,US 50 Bypass & IN 57,2007,Washington,IN,BP
"Washington , 47501 BP Food Mart # 27",2 812-254-4004 US 50 Bypass & IN 57,24 M <U+2610><U+2610>,Washington,47501,BP Food Mart # 27,812-254-4004,US 50 Bypass & IN 57,2008,Washington,IN,BP
Washington ( 47501 ) Chuckles # 27,2 812-254-4004 US 50 Bypass & IN 57,24 M,Washington,47501,Chuckles # 27,812-254-4004,US 50 Bypass & IN 57,2014,Washington,IN,
Washington ( 47501 ) Chuckles # 27 5 ),2 812-254-4004 US 50 Bypass & IN 57,24 M,Washington,47501,Chuckles # 27 5 ),812-254-4004,US 50 Bypass & IN 57,2015,Washington,IN,
Washington ( 47501 ) Chuckles # 27,812-254-4004 US 50 Bypass & IN 57,24 M,Washington,47501,Chuckles # 27,812-254-4004,US 50 Bypass & IN 57,2016,Washington,IN,
"Jasper , 47546 Sternberg's & IN 24 162 N",812-481-1036 US 231 S ( More ( Citgo ),HRS S,Jasper,47546,Sternberg's & IN 24 162 N,812-481-1036,US 231 S ( More ( Citgo ),2006,Jasper,IN,
"Jasper , 47546 Sternberg's 24 N More ( Citgo )",812-481-1036 US 231 S ( 12 mi N of I-64 ),HRS 24 SOO,Jasper,47546,Sternberg's 24 N More ( Citgo ),812-481-1036,US 231 S ( 12 mi N of I-64 ),2007,Jasper,IN,Citgo
"Jasper , 47546 Sternberg's 24 N More S ) ( Citgo )",3 812-481-1036 1781 US 231 S ( 12 mi N of I - ),<U+2610> S,Jasper,47546,Sternberg's 24 N More S ) ( Citgo ),812-481-1036,1781 US 231 S ( 12 mi N of I - ),2008,Jasper,IN,Citgo
Jasper ( 47546 ) Sternberg's 24 N More ( Citgo ),812-481-1036 US 231 S ( 1 blk N of W 100 S ),24 SO,Jasper,47546,Sternberg's 24 N More ( Citgo ),812-481-1036,US 231 S ( 1 blk N of W 100 S ),2014,Jasper,IN,Citgo
Jasper ( 47546 ) Sternberg's 24 N More ( Citgo ),812-481-1036 US 231 S ( 1 blk N of W 100 S ),HRS 24 SO,Jasper,47546,Sternberg's 24 N More ( Citgo ),812-481-1036,US 231 S ( 1 blk N of W 100 S ),2015,Jasper,IN,Citgo
Jasper ( 47546 ) Sternberg's 24 N More ( Citgo ),812-481-1036 US 231 S ( 1 blk N of W 100 S ),24 <U+2610> SO,Jasper,47546,Sternberg's 24 N More ( Citgo ),812-481-1036,US 231 S ( 1 blk N of W 100 S ),2016,Jasper,IN,Citgo
"Jasper , 47547 Circle A Food ( IN Mart 37 S # ) 111",812-634-7827 US 231 & IN 162 ( Sunoco ),HRS S O,Jasper,47547,Circle A Food ( IN Mart 37 S # ) 111,812-634-7827,US 231 & IN 162 ( Sunoco ),2006,Jasper,IN,
"Jasper , 47547 Circle A Food Mart # 111 ( Sunoco )",812-634-7827 US 231 & IN 162,HRS 24,Jasper,47547,Circle A Food Mart # 111 ( Sunoco ),812-634-7827,US 231 & IN 162,2007,Jasper,IN,Sunoco
"Jasper , 47547 Circle A Food Mart # 111 N ( Sunoco of I-64 ) )",812-634-7827 US 231 S & E on W CR 100 S,HRS 24 SO <U+2610><U+2610><U+2610><U+2610>,Jasper,47547,Circle A Food Mart # 111 N ( Sunoco of I-64 ) ),812-634-7827,US 231 S & E on W CR 100 S,2008,Jasper,IN,Sunoco
Jasper ( 47547 ) Circle A Food Mart # 111 ( Sunoco ),3 812-634-7827 US 231 S ( E on W 100 S ),24 SO,Jasper,47547,Circle A Food Mart # 111 ( Sunoco ),812-634-7827,US 231 S ( E on W 100 S ),2014,Jasper,IN,Sunoco
Jasper ( 47547 ) Circle A Food Mart # 111 ( Sunoco ),812-634-7827 US 231 S ( E on W 100 S ),24 S,Jasper,47547,Circle A Food Mart # 111 ( Sunoco ),812-634-7827,US 231 S ( E on W 100 S ),2015,Jasper,IN,Sunoco
Jasper ( 47547 ) Circle A Food Mart # 111 ( Sunoco ),3 812-634-7827 US 231 S ( E on W 100 S ),24 S <U+2610> <U+2610> <U+2610> <U+2610>,Jasper,47547,Circle A Food Mart # 111 ( Sunoco ),812-634-7827,US 231 S ( E on W 100 S ),2016,Jasper,IN,Sunoco
"Loogootee , 47553 Jones IN & 25 Son N Fuel",812-295-4466 US 50 & US Center ( Marathon ),) 24 HRS . S,Loogootee,47553,Jones IN & 25 Son N Fuel,812-295-4466,US 50 & US Center ( Marathon ),2006,Loogootee,IN,
"Loogootee , 47553 Jones & Son Fuel Center ( Marathon )",812-295-4466 US 50 & US 231 S,) 24 SOOO <U+2610>,Loogootee,47553,Jones & Son Fuel Center ( Marathon ),812-295-4466,US 50 & US 231 S,2007,Loogootee,IN,Marathon
"Loogootee , 47553 Jones & Son Fuel Center ( Marathon )",3 812-295-4466 US 50 & US 231 S,HORS 24 S 00 <U+25A1> <U+25A1>,Loogootee,47553,Jones & Son Fuel Center ( Marathon ),812-295-4466,US 50 & US 231 S,2008,Loogootee,IN,Marathon
Loogootee ( 47553 ) Jones & Son Fuel Center ( Marathon ),3 812-295-4466 US 50 & US 231 S,24 S <U+25A1> <U+25A1>,Loogootee,47553,Jones & Son Fuel Center ( Marathon ),812-295-4466,US 50 & US 231 S,2014,Loogootee,IN,Marathon
Loogootee ( 47553 ) Jones & Son Fuel Center ( Marathon ),3 812-295-4466 US 50 & US 231 S,24 S,Loogootee,47553,Jones & Son Fuel Center ( Marathon ),812-295-4466,US 50 & US 231 S,2015,Loogootee,IN,Marathon
Loogootee ( 47553 ) Jones & Son Fuel Center ( Marathon ),3 812-295-4466 US 50 & US 231 S,24 S <U+25A1> O,Loogootee,47553,Jones & Son Fuel Center ( Marathon ),812-295-4466,US 50 & US 231 S,2016,Loogootee,IN,Marathon
"Vincennes , 47591 TLT Fuels",812-882-3147 Old US 41 S & Willow St W ( 1st Left ),S 000 D,Vincennes,47591,TLT Fuels,812-882-3147,Old US 41 S & Willow St W ( 1st Left ),2006,Vincennes,IN,
"Vincennes , 47591 TLT Fuels",812-882-3147 Old US 41 S & Willow St W ( 1st Left ),) <U+2610> S,Vincennes,47591,TLT Fuels,812-882-3147,Old US 41 S & Willow St W ( 1st Left ),2007,Vincennes,IN,
"Vincennes , 47591 TLT Fuels",812-882-3147 Old US 41 S & Willow St W ( 1st Left ),) S 00 <U+25A1>,Vincennes,47591,TLT Fuels,812-882-3147,Old US 41 S & Willow St W ( 1st Left ),2008,Vincennes,IN,
Vincennes ( 47591 ) McDe Fuels,"812-882-3147 US 41 S & US 41 Bus ( N , 1st L to old",old 41 ) D,Vincennes,47591,McDe Fuels,812-882-3147,"US 41 S & US 41 Bus ( N , 1st L to old",2014,Vincennes,IN,
Vincennes ( 47591 ) Mc Be Fuels E & of IN 49 ),"812-882-3147 US 41 S & US 41 Bus ( N ,",) D B,Vincennes,47591,Mc Be Fuels E & of IN 49 ),812-882-3147,"US 41 S & US 41 Bus ( N ,",2015,Vincennes,IN,
Vincennes ( 47591 ) Mc Be Fuels,"812-882-3147 US 41 S & US 41 Bus ( N , 1st L to old 41 )",) <U+2610> D <U+25A1>,Vincennes,47591,Mc Be Fuels,812-882-3147,"US 41 S & US 41 Bus ( N , 1st L to old 41 )",2016,Vincennes,IN,
"Cynthiana , 47612 I-64 Moto Mart",812-963-6631 I-64 Exit 18 ( US 65 S ),24,Cynthiana,47612,I-64 Moto Mart,812-963-6631,I-64 Exit 18 ( US 65 S ),2006,Cynthiana,IN,
"Cynthiana , 47612 I-64 Moto Mart",812-963-6631 I-64 Exit 18 ( US 65 S ),<U+2610>,Cynthiana,47612,I-64 Moto Mart,812-963-6631,I-64 Exit 18 ( US 65 S ),2007,Cynthiana,IN,
"Cynthiana , 47612 I-64 Moto Mart",2 812-963-6631 I-64 Exit 18 ( US 65 S ),HRS 24 <U+2610>,Cynthiana,47612,I-64 Moto Mart,812-963-6631,I-64 Exit 18 ( US 65 S ),2008,Cynthiana,IN,
Cynthiana ( 47612 ) I-64 Moto Mart,2 812-963-6631 I-64 Exit 18 ( US 65 S ),<U+2610>,Cynthiana,47612,I-64 Moto Mart,812-963-6631,I-64 Exit 18 ( US 65 S ),2014,Cynthiana,IN,
Cynthiana ( 47612 ) I-64 Moto Mart,812-963-6631 I-64 Exit 18 ( US 65 S ),24 <U+2610> <U+2610>,Cynthiana,47612,I-64 Moto Mart,812-963-6631,I-64 Exit 18 ( US 65 S ),2015,Cynthiana,IN,
Cynthiana ( 47612 ) I-64 Moto Mart,812-963-6631 I-64 Exit 18 ( US 65 S ),<U+2610> <U+25A1>,Cynthiana,47612,I-64 Moto Mart,812-963-6631,I-64 Exit 18 ( US 65 S ),2016,Cynthiana,IN,
"Haubstadt , 47639 J Travel Plaza # 0500098",812-768-5304 Flying I-64 Exit 25 B ( US 41 N ) #,# XL 444,Haubstadt,47639,J Travel Plaza # 0500098,812-768-5304,Flying I-64 Exit 25 B ( US 41 N ) #,2006,Haubstadt,IN,
"Haubstadt , 47639 J Travel Plaza # 0500098",812-768-5304 Flying I-64 Exit 25 B ( US 41 N ) #,24 <U+2610>,Haubstadt,47639,J Travel Plaza # 0500098,812-768-5304,Flying I-64 Exit 25 B ( US 41 N ) #,2007,Haubstadt,IN,
"Haubstadt , 47639 Flying J Travel 25 B ( US 41 N )",812-768-5304 I-64 Exit 25 B ( Plaza # 0500098,XL 24 <U+2610> <U+2610> <U+2610> <U+2610>,Haubstadt,47639,Flying J Travel 25 B ( US 41 N ),812-768-5304,I-64 Exit 25 B ( Plaza # 0500098,2008,Haubstadt,IN,Flying J
Haubstadt ( 47639 ) Flying J Travel Plaza # 647,2 812-768-5304 I-64 Exit 25 B ( US 41 N ),24 XL 24,Haubstadt,47639,Flying J Travel Plaza # 647,812-768-5304,I-64 Exit 25 B ( US 41 N ),2014,Haubstadt,IN,Flying J
Haubstadt ( 47639 ) Flying J Travel 5 ( W - Plaza 3 / 4 mi # 647 S to 4705 US 41 ),2 812-768-5304 I-64 Exit 25 B ( US 41 ) FLYING J,J 24 XL 24,Haubstadt,47639,Flying J Travel 5 ( W - Plaza 3 / 4 mi # 647 S to 4705 US 41 ),812-768-5304,I-64 Exit 25 B ( US 41 ) FLYING J,2015,Haubstadt,IN,Flying J
Haubstadt ( 47639 ) Flying J & Travel IN 39 Plaza # 647,2 812-768-5304 I-64 Exit 25 B ( US 41 N ) FLYING,XL 24 24,Haubstadt,47639,Flying J & Travel IN 39 Plaza # 647,812-768-5304,I-64 Exit 25 B ( US 41 N ) FLYING,2016,Haubstadt,IN,Flying J
"Haubstadt , 47639 Pilot Travel Center # 395",812-768-5838 I-64 Exit 25 B ( US 41 N ),24 HRS L,Haubstadt,47639,Pilot Travel Center # 395,812-768-5838,I-64 Exit 25 B ( US 41 N ),2006,Haubstadt,IN,Pilot
"Haubstadt , 47639 Pilot Travel Center # 395",812-768-5838 I-64 Exit 25 B ( US 41 N ),24,Haubstadt,47639,Pilot Travel Center # 395,812-768-5838,I-64 Exit 25 B ( US 41 N ),2007,Haubstadt,IN,Pilot
"Haubstadt , 47639 Pilot Travel 25 Center A ( US 41 # 395 )",2 812-768-5838 I-64 Exit 25 B,24 MARS HRS <U+2610><U+2610>,Haubstadt,47639,Pilot Travel 25 Center A ( US 41 # 395 ),812-768-5838,I-64 Exit 25 B,2008,Haubstadt,IN,Pilot
Haubstadt ( 47639 ) Love's Travel Stop # 414 ',2 812-768-5838 I-64 Exit 25 B ( US 41 N ),24,Haubstadt,47639,Love's Travel Stop # 414 ',812-768-5838,I-64 Exit 25 B ( US 41 N ),2014,Haubstadt,IN,Love's
Haubstadt ( 47639 ) Love's Travel B Stop ( US # 41 414 N ) FLYING,812-768-5838 I-64 Exit 25 B ( US 41 N ),24,Haubstadt,47639,Love's Travel B Stop ( US # 41 414 N ) FLYING,812-768-5838,I-64 Exit 25 B ( US 41 N ),2015,Haubstadt,IN,Love's
Haubstadt ( 47639 ) Love's Travel 25 B Stop ( US # 41 414 N ) FLYING,812-768-5838 I-64 Exit 25 B (,24 22 1 LO 24,Haubstadt,47639,Love's Travel 25 B Stop ( US # 41 414 N ) FLYING,812-768-5838,I-64 Exit 25 B (,2016,Haubstadt,IN,Love's
"Haubstadt , 47639 Pilot Travel Center # 447",812-868-1048 I-64 Exit 25 B ( US 41 N ),# XL,Haubstadt,47639,Pilot Travel Center # 447,812-868-1048,I-64 Exit 25 B ( US 41 N ),2006,Haubstadt,IN,Pilot
"Haubstadt , 47639 Pilot Travel Center # 447",812-868-1048 I-64 Exit 25 B ( US 41 N ),24,Haubstadt,47639,Pilot Travel Center # 447,812-868-1048,I-64 Exit 25 B ( US 41 N ),2007,Haubstadt,IN,Pilot
"Haubstadt , 47639 Pilot Travel Center B ( US # 41 447 N )",2 812-868-1048 I-64 Exit 25 B ( US 41,MARS 24 LO <U+2610><U+2610> <U+2610> <U+2610> <U+2610> <U+2610>,Haubstadt,47639,Pilot Travel Center B ( US # 41 447 N ),812-868-1048,I-64 Exit 25 B ( US 41,2008,Haubstadt,IN,Pilot
Haubstadt ( 47639 ) Pilot Travel Center # 447,812-868-1048 I-64 Exit 25 B ( US 41 N ),Plint 24,Haubstadt,47639,Pilot Travel Center # 447,812-868-1048,I-64 Exit 25 B ( US 41 N ),2014,Haubstadt,IN,Pilot
Haubstadt ( 47639 ) Pilot Travel Center # 41 447 N ),2 812-868-1048 I-64 Exit 25 B ( US 41 N ) pilot,24 LO,Haubstadt,47639,Pilot Travel Center # 41 447 N ),812-868-1048,I-64 Exit 25 B ( US 41 N ) pilot,2015,Haubstadt,IN,Pilot
Haubstadt ( 47639 ) Pilot Travel Center # 41 447 N ) .,812-868-1048 I-64 Exit 25 B ( US N Pilot,Pilot 24 <U+2610> 0240,Haubstadt,47639,Pilot Travel Center # 41 447 N ) .,812-868-1048,I-64 Exit 25 B ( US N Pilot,2016,Haubstadt,IN,Pilot
"Saint Philip , 47712 Busler # 112 )",812-985-5402 IN 62 & St Philip Rd,S,Saint Philip,47712,Busler # 112 ),812-985-5402,IN 62 & St Philip Rd,2006,Evansville,IN,
"Saint Philip , 47712 Busler # 112",812-985-5402 IN 62 & St Philip Rd,S,Saint Philip,47712,Busler # 112,812-985-5402,IN 62 & St Philip Rd,2007,Evansville,IN,
"Saint Philip , 47712 Busler # 112 Shaw Plaza )",812-985-5402 IN 62 & St Philip Rd,<U+2610><U+2610> <U+2610> S,Saint Philip,47712,Busler # 112 Shaw Plaza ),812-985-5402,IN 62 & St Philip Rd,2008,Evansville,IN,
J Mars Township ( 47712 ) Fishtail Food Mart,2 812-985-5402 IN 62 & St Phillips Rd,S D,Mars Township,47712,Fishtail Food Mart,812-985-5402,IN 62 & St Phillips Rd,2014,Evansville,IN,
J Mars Township ( 47712 ) Fishtail Food Mart,812-985-5402 IN 62 & St Phillips Rd,S,Mars Township,47712,Fishtail Food Mart,812-985-5402,IN 62 & St Phillips Rd,2015,Evansville,IN,
Mars Township ( 47712 ) St Phillips Truck Stop 18 ),812-985-5402 IN 62 & St Phillips Rd,24 S <U+25A1> D,Mars Township,47712,St Phillips Truck Stop 18 ),812-985-5402,IN 62 & St Phillips Rd,2016,Evansville,IN,
"F Brazil , 47834 Brazil 70 Truck Stop ( Shell )",812-446-2296 I-70 Exit 23 ( IN 59 ),24 HRS XL 43,Brazil,47834,Brazil 70 Truck Stop ( Shell ),812-446-2296,I-70 Exit 23 ( IN 59 ),2006,Brazil,IN,Shell
"F Brazil , 47834 Brazil 70 Truck Stop ( Shell )",812-446-2296 I-70 Exit 23 ( IN 59 ),HRS 24 XL,Brazil,47834,Brazil 70 Truck Stop ( Shell ),812-446-2296,I-70 Exit 23 ( IN 59 ),2007,Brazil,IN,Shell
"F Brazil , 47834 Brazil 70 Truck Stop ( Shell )",812-446-2296 I-70 Exit 23 ( IN 59 ),124 TX 24,Brazil,47834,Brazil 70 Truck Stop ( Shell ),812-446-2296,I-70 Exit 23 ( IN 59 ),2008,Brazil,IN,Shell
F Brazil ( 47834 ) Petro Brazil # 376 ( Shell ),812-446-2296 I-70 Exit 23 ( IN 59 ),PETRO 24 <U+2610> 223 24,Brazil,47834,Petro Brazil # 376 ( Shell ),812-446-2296,I-70 Exit 23 ( IN 59 ),2014,Brazil,IN,Shell
F Brazil ( 47834 ) Petro Brazil 23 # ( IN 376 59 ( Shell & IN ) 42 ),812-446-2296 I-70 Exit 23 ( IN ) PETRO,PETRO 24 24 2223 <U+2610>,Brazil,47834,Petro Brazil 23 # ( IN 376 59 ( Shell & IN ) 42 ),812-446-2296,I-70 Exit 23 ( IN ) PETRO,2015,Brazil,IN,Shell
Brazil ( 47834 ) Petro Brazil # 376 59 ( Shell & IN ) 42 ),812-446-2296 I-70 Exit 23 ( IN 59 ) PETRO,24 24,Brazil,47834,Petro Brazil # 376 59 ( Shell & IN ) 42 ),812-446-2296,I-70 Exit 23 ( IN 59 ) PETRO,2016,Brazil,IN,Shell
"F Brazil , 47834 Pilot Travel Center # 444",812-446-9400 I-70 Exit 23 ( IN 59 ),,Brazil,47834,Pilot Travel Center # 444,812-446-9400,I-70 Exit 23 ( IN 59 ),2006,Brazil,IN,Pilot
"F Brazil , 47834 Pilot Travel Center # 444",812-446-9400 I-70 Exit 23 ( IN 59 ),24 L,Brazil,47834,Pilot Travel Center # 444,812-446-9400,I-70 Exit 23 ( IN 59 ),2007,Brazil,IN,Pilot
"Brazil , 47834 Pilot Travel Center ) # 444",812-446-9400 I-70 Exit 23 ( IN 59 ),NRS 24,Brazil,47834,Pilot Travel Center ) # 444,812-446-9400,I-70 Exit 23 ( IN 59 ),2008,Brazil,IN,Pilot
F Brazil ( 47834 ) Pilot Travel Center # 444,3 812-446-9400 I-70 Exit 23 ( IN 59 ),punt <U+2610> LOO <U+2610> <U+2610> <U+2610> <U+2610>,Brazil,47834,Pilot Travel Center # 444,812-446-9400,I-70 Exit 23 ( IN 59 ),2014,Brazil,IN,Pilot
Brazil ( 47834 ) Pilot Travel Center ( IN 59 ) # 444 PETRO,812-446-9400 I-70 Exit 23 ( IN 59 ) Pilot,Pilot 24 D <U+2610>,Brazil,47834,Pilot Travel Center ( IN 59 ) # 444 PETRO,812-446-9400,I-70 Exit 23 ( IN 59 ) Pilot,2015,Brazil,IN,Pilot
Brazil ( 47834 ) Pilot Travel Center ( IN 59 ) # 444,812-446-9400 I-70 Exit 23 ( IN 59 ) Plat,<U+2610> 024,Brazil,47834,Pilot Travel Center ( IN 59 ) # 444,812-446-9400,I-70 Exit 23 ( IN 59 ) Plat,2016,Brazil,IN,Pilot
"Carlisle , 47838 Carlisle Plaza ( Marathon )",812-398-2526 US 41 S,24,Carlisle,47838,Carlisle Plaza ( Marathon ),812-398-2526,US 41 S,2006,Carlisle,IN,Marathon
"G | Carlisle , 47838 Carlisle Plaza ( Marathon )",812-398-2526 US 41 S,HRS 24,Carlisle,47838,Carlisle Plaza ( Marathon ),812-398-2526,US 41 S,2007,Carlisle,IN,Marathon
"Carlisle , 47838 Carlisle Plaza ( ( IN Marathon 1 S ) )",2 812-398-2526 8355 US 41 S,NAS,Carlisle,47838,Carlisle Plaza ( ( IN Marathon 1 S ) ),812-398-2526,8355 US 41 S,2008,Carlisle,IN,Marathon
Carlisle ( 47838 ) Carlisle Plaza ( Marathon ),812-398-2526 8355 US 41 S,LOO,Carlisle,47838,Carlisle Plaza ( Marathon ),812-398-2526,8355 US 41 S,2014,Carlisle,IN,Marathon
Carlisle ( 47838 ) Carlisle Plaza ( Marathon S ) ),812-398-2526 8355 US 41 S,24 L <U+2610><U+2610><U+2610> <U+2610> <U+2610>,Carlisle,47838,Carlisle Plaza ( Marathon S ) ),812-398-2526,8355 US 41 S,2015,Carlisle,IN,Marathon
Carlisle ( 47838 ) Carlisle Plaza 137 ( IN ( Marathon 1S ) ),2 812-398-2526 8355 US 41 S,24 24 <U+25A1>,Carlisle,47838,Carlisle Plaza 137 ( IN ( Marathon 1S ) ),812-398-2526,8355 US 41 S,2016,Carlisle,IN,Marathon
"Boswell , 47921 Hub Plaza ( Marathon",765-869-4837 US 41 & IN 352 ),,Boswell,47921,Hub Plaza ( Marathon,765-869-4837,US 41 & IN 352 ),2006,Boswell,IN,Marathon
"Boswell , 47921 Hub Plaza ( Marathon )",765-869-4837 US 41 & IN 352,S,Boswell,47921,Hub Plaza ( Marathon ),765-869-4837,US 41 & IN 352,2007,Boswell,IN,Marathon
"Boswell , 47921 Hub Plaza ( Marathon )",21765-869-4837 US 41 & IN 352,S,Boswell,47921,Hub Plaza ( Marathon ),765-869-4837,US 41 & IN 352,2008,Boswell,IN,Marathon
D Boswell ( 47921 ) Hub Plaza ( Marathon ),765-869-4837 US 41 & IN 352,<U+2610> <U+2610> S D,Boswell,47921,Hub Plaza ( Marathon ),765-869-4837,US 41 & IN 352,2014,Boswell,IN,Marathon
Boswell ( 47921 ) Hub Plaza 3 mi ( S Marathon of IN 45 ) ),765-869-4837 US 41 & IN 352,S <U+25A1>,Boswell,47921,Hub Plaza 3 mi ( S Marathon of IN 45 ) ),765-869-4837,US 41 & IN 352,2015,Boswell,IN,Marathon
Boswell ( 47921 ) Hub Plaza ( S Marathon of IN 45 ) ),765-869-4837 US 41 & IN 352,<U+2610> S <U+2610>,Boswell,47921,Hub Plaza ( S Marathon of IN 45 ) ),765-869-4837,US 41 & IN 352,2016,Boswell,IN,Marathon
"E Cayuga , 47928 Stan's Highway Shell",765-492-4142 IN 234 & IN 63,24 MO,Cayuga,47928,Stan's Highway Shell,765-492-4142,IN 234 & IN 63,2006,Cayuga,IN,Shell
"Cayuga , 47928 Stan's Highway Shell",765-492-4142 IN 234 & IN 63,HRS 24,Cayuga,47928,Stan's Highway Shell,765-492-4142,IN 234 & IN 63,2007,Cayuga,IN,Shell
"Cayuga , 47928 Stan's Highway Marathon",2 765-492-4142 IN 234 & IN 63,24 MRS M <U+2610> <U+2610>,Cayuga,47928,Stan's Highway Marathon,765-492-4142,IN 234 & IN 63,2008,Cayuga,IN,Marathon
Cayuga ( 47928 ) Falcon Mart ( Marathon ),765-492-4142 IN 234 & IN 63,24 M <U+2610>,Cayuga,47928,Falcon Mart ( Marathon ),765-492-4142,IN 234 & IN 63,2014,Cayuga,IN,Marathon
Cayuga ( 47928 ) Falcon Mart ( Marathon ),765-492-4142 IN 234 & IN 63,24m MOO <U+25A1> <U+25A1>,Cayuga,47928,Falcon Mart ( Marathon ),765-492-4142,IN 234 & IN 63,2015,Cayuga,IN,Marathon
Cayuga ( 47928 ) Falcon Mart ( Marathon ),2 765-492-4142 IN 234 & IN 63,<U+2610><U+2610> MO,Cayuga,47928,Falcon Mart ( Marathon ),765-492-4142,IN 234 & IN 63,2016,Cayuga,IN,Marathon
"E Covington , 47932 Pilot Travel Center # 339",765-793-7307 I-74 Exit 4 ( IN 63 ),24 MO,Covington,47932,Pilot Travel Center # 339,765-793-7307,I-74 Exit 4 ( IN 63 ),2006,Covington,IN,Pilot
"E Covington , 47932 Pilot Travel Center # 339",765-793-7307 I-74 Exit 4 ( IN 63 ),124 HRS M,Covington,47932,Pilot Travel Center # 339,765-793-7307,I-74 Exit 4 ( IN 63 ),2007,Covington,IN,Pilot
"E Covington , 47932 Pilot Travel Center # 339 Rd ( 5 mi E of twn )",2 765-793-7307 I-74 Exit 4 ( IN 63 ),) 24 HRS MO <U+2610><U+2610>,Covington,47932,Pilot Travel Center # 339 Rd ( 5 mi E of twn ),765-793-7307,I-74 Exit 4 ( IN 63 ),2008,Covington,IN,Pilot
E Covington ( 47932 ) Pilot Travel Center # 339,2 765-793-7307 I-74 Exit 4 ( IN 63 ),Pilot 224 M,Covington,47932,Pilot Travel Center # 339,765-793-7307,I-74 Exit 4 ( IN 63 ),2014,Covington,IN,Pilot
Covington ( 47932 ) Pilot Travel Center # 339 ( 5 mi E of town ),765-793-7307 I-74 Exit 4 ( IN 63 ) Pilot,"24 "" MO",Covington,47932,Pilot Travel Center # 339 ( 5 mi E of town ),765-793-7307,I-74 Exit 4 ( IN 63 ) Pilot,2015,Covington,IN,Pilot
Covington ( 47932 ) Pilot Travel Center # 339 Rd ( 5 mi E of town ),2 765-793-7307 I-74 Exit 4 ( IN 63 ) Pilat,) 24 MO 24,Covington,47932,Pilot Travel Center # 339 Rd ( 5 mi E of town ),765-793-7307,I-74 Exit 4 ( IN 63 ) Pilat,2016,Covington,IN,Pilot
"E Crawfordsville , 47933 Crazy D's",765-361-9603 I-74 Exit 39 ( IN 32 W ),24 24,Crawfordsville,47933,Crazy D's,765-361-9603,I-74 Exit 39 ( IN 32 W ),2006,Crawfordsville,IN,
"E Crawfordsville , 47933 Pilot Travel Center # 247",765-361-9603 I-74 Exit 39 ( IN 32 W ),24,Crawfordsville,47933,Pilot Travel Center # 247,765-361-9603,I-74 Exit 39 ( IN 32 W ),2007,Crawfordsville,IN,Pilot
"E Crawfordsville , 47933 Pilot Travel Center # 247 )",3 765-361-9603 I-74 Exit 39 ( IN 32 W ),HRS 24 LO MAS <U+2610> <U+2610> <U+2610> <U+2610>,Crawfordsville,47933,Pilot Travel Center # 247 ),765-361-9603,I-74 Exit 39 ( IN 32 W ),2008,Crawfordsville,IN,Pilot
